Vibration Fundamental Freq,X Vibration Apmlitude Fundamental Freq,X Vibration RMS,Y Vibration Apmlitude Fundamental Freq,Y Vibration RMS,Z Vibration Apmlitude Fundamental Freq,Z Vibration RMS,Force Fundamental Freq,X Force Apmlitude Fundamental Freq,X Force RMS,Y Force Apmlitude Fundamental Freq,Y Force RMS,Sound Fundamental Freq,Sound Apmlitude Fundamental Freq,Sound RMS,Spindle Speed,DOC,Feed Rate
59.36,246.3796127,181.8855784,83.95901778,81.94092969,64.22714151,90.70267066,66.5,67.28297878,36.2950258,40.44513137,37.49871978,266.6279617,22.85991907,24.89306425,2000,1,100
