Vibration Fundamental Freq,X Vibration Apmlitude Fundamental Freq,X Vibration RMS,Y Vibration Apmlitude Fundamental Freq,Y Vibration RMS,Z Vibration Apmlitude Fundamental Freq,Z Vibration RMS,Force Fundamental Freq,X Force Apmlitude Fundamental Freq,X Force RMS,Y Force Apmlitude Fundamental Freq,Y Force RMS,Sound Fundamental Freq,Sound Apmlitude Fundamental Freq,Sound RMS,Spindle Speed,DOC,Feed Rate
90.93333333,616.8752684,326.443167,148.5468909,117.4264546,401.331403,371.5648325,100,64.55242531,56.78503429,69.89407351,57.07561561,199.9709713,29.24717195,49.54437437,3000,1.5,100
