Vibration Fundamental Freq,X Vibration Apmlitude Fundamental Freq,X Vibration RMS,Y Vibration Apmlitude Fundamental Freq,Y Vibration RMS,Z Vibration Apmlitude Fundamental Freq,Z Vibration RMS,Force Fundamental Freq,X Force Apmlitude Fundamental Freq,X Force RMS,Y Force Apmlitude Fundamental Freq,Y Force RMS,Sound Fundamental Freq,Sound Apmlitude Fundamental Freq,Sound RMS,Spindle Speed,DOC,Feed Rate
89.8,236.6273545,143.0035579,43.91330133,64.55836912,102.0843597,129.7277025,100,26.16160985,20.90503361,28.30107213,21.69391881,700.1191179,30.5862872,32.67887539,3000,0.5,120
