Vibration Fundamental Freq,X Vibration Apmlitude Fundamental Freq,X Vibration RMS,Y Vibration Apmlitude Fundamental Freq,Y Vibration RMS,Z Vibration Apmlitude Fundamental Freq,Z Vibration RMS,Force Fundamental Freq,X Force Apmlitude Fundamental Freq,X Force RMS,Y Force Apmlitude Fundamental Freq,Y Force RMS,Sound Fundamental Freq,Sound Apmlitude Fundamental Freq,Sound RMS,Spindle Speed,DOC,Feed Rate
60,291.512729,207.2810207,87.61160475,84.66756258,83.77111904,157.4442238,66.5,68.51321218,42.08981544,41.54995419,40.80964552,199.9709713,24.78398459,37.60827686,2000,1,80
